new_bus_id,epe_bus_id,new_station_id,epe_station_id,voltage_V,lon,lat
686,ml_st_349_138,349,ml_st_349,138000.0,-47.37686918,-6.34746722
687,ml_st_349_69,349,ml_st_349,69000.0,-47.37686918,-6.34746722
688,ml_st_350_230,350,ml_st_350,230000.0,-63.81803761,-8.79735459
689,ml_st_350_69,350,ml_st_350,69000.0,-63.81803761,-8.79735459
690,ml_st_351_230,351,ml_st_351,230000.0,-48.56418973,-25.55298656
691,ml_st_351_138,351,ml_st_351,138000.0,-48.56418973,-25.55298656
692,ml_st_352_525,352,ml_st_352,525000.0,-52.341142,-31.92911
693,ml_st_352_230,352,ml_st_352,230000.0,-52.341142,-31.92911
694,ml_st_353_500,353,ml_st_353,500000.0,-44.48127255,-5.26890327
695,ml_st_353_230,353,ml_st_353,230000.0,-44.48127255,-5.26890327
696,ml_st_353_69,353,ml_st_353,69000.0,-44.48127255,-5.26890327
697,ml_st_354_230,354,ml_st_354,230000.0,-52.26827918,-32.0768003
698,ml_st_354_138,354,ml_st_354,138000.0,-52.26827918,-32.0768003
699,ml_st_354_69,354,ml_st_354,69000.0,-52.26827918,-32.0768003
700,ml_st_355_500,355,ml_st_355,500000.0,-38.92905097,-4.95331864
701,ml_st_356_345,356,ml_st_356,345000.0,-46.52356111,-23.57940833
702,ml_st_356_88,356,ml_st_356,88000.0,-46.52356111,-23.57940833
703,ml_st_357_230,357,ml_st_357,230000.0,-53.51695964,-25.78244227
704,ml_st_357_138,357,ml_st_357,138000.0,-53.51695964,-25.78244227
705,ml_st_358_500,358,ml_st_358,500000.0,-35.03570735,-8.11500632
706,ml_st_358_230,358,ml_st_358,230000.0,-35.03570735,-8.11500632
707,ml_st_359_230,359,ml_st_359,230000.0,-35.39690892,-8.46933291
708,ml_st_359_69,359,ml_st_359,69000.0,-35.39690892,-8.46933291
709,ml_st_360_500,360,ml_st_360,500000.0,-52.63814007,-16.4740215
710,ml_st_360_230,360,ml_st_360,230000.0,-52.63814007,-16.4740215
711,ml_st_361_500,361,ml_st_361,500000.0,-47.68800247,-21.20204831
712,ml_st_361_440,361,ml_st_361,440000.0,-47.68800247,-21.20204831
713,ml_st_361_138,361,ml_st_361,138000.0,-47.68800247,-21.20204831
714,ml_st_362_500,362,ml_st_362,500000.0,-45.20592045,-7.63258377
715,ml_st_362_230,362,ml_st_362,230000.0,-45.20592045,-7.63258377
716,ml_st_362_69,362,ml_st_362,69000.0,-45.20592045,-7.63258377
717,ml_st_363_230,363,ml_st_363,230000.0,-67.73002442,-10.01078559
718,ml_st_363_138,363,ml_st_363,138000.0,-67.73002442,-10.01078559
719,ml_st_363_69,363,ml_st_363,69000.0,-67.73002442,-10.01078559
720,ml_st_364_500,364,ml_st_364,500000.0,-46.17528791,-13.85421972
721,ml_st_365_230,365,ml_st_365,230000.0,-35.83836696,-9.50355685
722,ml_st_365_69,365,ml_st_365,69000.0,-35.83836696,-9.50355685
723,ml_st_366_500,366,ml_st_366,500000.0,-40.88187777,-20.85752321
724,ml_st_366_345,366,ml_st_366,345000.0,-40.88187777,-20.85752321
725,ml_st_366_138,366,ml_st_366,138000.0,-40.88187777,-20.85752321
726,ml_st_367_500,367,ml_st_367,500000.0,-50.86269637,-17.72277673
727,ml_st_368_230,368,ml_st_368,230000.0,-54.59928039,-16.47043351
728,ml_st_368_138,368,ml_st_368,138000.0,-54.59928039,-16.47043351
729,ml_st_369_230,369,ml_st_369,230000.0,-54.8970217,-4.0741809
730,ml_st_369_138,369,ml_st_369,138000.0,-54.8970217,-4.0741809
731,ml_st_370_230,370,ml_st_370,230000.0,-37.99557299,-4.94910417
732,ml_st_370_69,370,ml_st_370,69000.0,-37.99557299,-4.94910417
733,ml_st_371_440,371,ml_st_371,440000.0,-47.240628,-23.178925
734,ml_st_371_88,371,ml_st_371,88000.0,-47.240628,-23.178925
735,ml_st_372_230,372,ml_st_372,230000.0,-49.99884487,-22.90533747
736,ml_st_372_88,372,ml_st_372,88000.0,-49.99884487,-22.90533747
737,ml_st_373_230,373,ml_st_373,230000.0,-53.01281816,-25.53980555
738,ml_st_373_69,373,ml_st_373,69000.0,-53.01281816,-25.53980555
739,ml_st_374_525,374,ml_st_374,525000.0,-52.62237222,-25.63012778
740,ml_st_375_230,375,ml_st_375,230000.0,-63.46015511,-8.7529122
741,ml_st_376_440,376,ml_st_376,440000.0,-47.41816462,-22.72590804
742,ml_st_376_138,376,ml_st_376,138000.0,-47.41816462,-22.72590804
743,ml_st_377_230,377,ml_st_377,230000.0,-44.92934116,-22.65566815
744,ml_st_377_88,377,ml_st_377,88000.0,-44.92934116,-22.65566815
745,ml_st_378_230,378,ml_st_378,230000.0,-52.41749041,-29.75071474
746,ml_st_378_69,378,ml_st_378,69000.0,-52.41749041,-29.75071474
747,ml_st_379_230,379,ml_st_379,230000.0,-47.569521,-1.3423
748,ml_st_379_138,379,ml_st_379,138000.0,-47.569521,-1.3423
749,ml_st_379_69,379,ml_st_379,69000.0,-47.569521,-1.3423
750,ml_st_380_230,380,ml_st_380,230000.0,-53.87580954,-29.68119258
751,ml_st_380_138,380,ml_st_380,138000.0,-53.87580954,-29.68119258
752,ml_st_380_69,380,ml_st_380,69000.0,-53.87580954,-29.68119258
753,ml_st_381_230,381,ml_st_381,230000.0,-52.43033539,-28.28422025
754,ml_st_381_138,381,ml_st_381,138000.0,-52.43033539,-28.28422025
755,ml_st_381_69,381,ml_st_381,69000.0,-52.43033539,-28.28422025
756,ml_st_382_230,382,ml_st_382,230000.0,-49.14416609,-25.36373735
757,ml_st_382_69,382,ml_st_382,69000.0,-49.14416609,-25.36373735
758,ml_st_383_230,383,ml_st_383,230000.0,-35.009201,-7.156305
759,ml_st_383_69,383,ml_st_383,69000.0,-35.009201,-7.156305
760,ml_st_384_230,384,ml_st_384,230000.0,-54.45766792,-27.87711315
761,ml_st_384_69,384,ml_st_384,69000.0,-54.45766792,-27.87711315
762,ml_st_385_525,385,ml_st_385,525000.0,-53.3015395,-33.4743886
763,ml_st_385_138,385,ml_st_385,138000.0,-53.3015395,-33.4743886
764,ml_st_386_230,386,ml_st_386,230000.0,-50.39150714,-9.32654238
765,ml_st_386_138,386,ml_st_386,138000.0,-50.39150714,-9.32654238
766,ml_st_387_440,387,ml_st_387,440000.0,-46.253906,-23.586121
767,ml_st_387_345,387,ml_st_387,345000.0,-46.253906,-23.586121
768,ml_st_387_138,387,ml_st_387,138000.0,-46.253906,-23.586121
769,ml_st_388_230,388,ml_st_388,230000.0,-54.285773,-28.303457
770,ml_st_388_69,388,ml_st_388,69000.0,-54.285773,-28.303457
771,ml_st_389_230,389,ml_st_389,230000.0,-39.2206271,-12.97277826
772,ml_st_389_69,389,ml_st_389,69000.0,-39.2206271,-12.97277826
773,ml_st_390_230,390,ml_st_390,230000.0,-55.99625585,-28.69036367
774,ml_st_390_69,390,ml_st_390,69000.0,-55.99625585,-28.69036367
775,ml_st_391_500,391,ml_st_391,500000.0,-44.84088634,-20.07318459
776,ml_st_391_138,391,ml_st_391,138000.0,-44.84088634,-20.07318459
777,ml_st_392_500,392,ml_st_392,500000.0,-46.01456146,-19.33750522
778,ml_st_392_345,392,ml_st_392,345000.0,-46.01456146,-19.33750522
779,ml_st_392_138,392,ml_st_392,138000.0,-46.01456146,-19.33750522
780,ml_st_393_500,393,ml_st_393,500000.0,-42.22900407,-8.35814509
781,ml_st_393_230,393,ml_st_393,230000.0,-42.22900407,-8.35814509
782,ml_st_394_500,394,ml_st_394,500000.0,-43.33228157,-22.74863135
783,ml_st_394_138,394,ml_st_394,138000.0,-43.33228157,-22.74863135
784,ml_st_395_230,395,ml_st_395,230000.0,-45.88962307,-23.201825
785,ml_st_395_88,395,ml_st_395,88000.0,-45.88962307,-23.201825
786,ml_st_396_500,396,ml_st_396,500000.0,-44.31669729,-2.71668236
787,ml_st_396_230,396,ml_st_396,230000.0,-44.31669729,-2.71668236
788,ml_st_397_230,397,ml_st_397,230000.0,-50.40201576,-25.85341727
789,ml_st_398_500,398,ml_st_398,500000.0,-50.491821,-19.022095
790,ml_st_399_230,399,ml_st_399,230000.0,-54.6971603,-29.69521568
791,ml_st_399_69,399,ml_st_399,69000.0,-54.6971603,-29.69521568
792,ml_st_400_500,400,ml_st_400,500000.0,-39.18545167,-12.71716086
793,ml_st_400_230,400,ml_st_400,230000.0,-39.18545167,-12.71716086
794,ml_st_401_230,401,ml_st_401,230000.0,-51.82683486,-23.44338671
795,ml_st_401_138,401,ml_st_401,138000.0,-51.82683486,-23.44338671
796,ml_st_402_230,402,ml_st_402,230000.0,-51.14872902,-29.71747199
797,ml_st_402_138,402,ml_st_402,138000.0,-51.14872902,-29.71747199
798,ml_st_402_69,402,ml_st_402,69000.0,-51.14872902,-29.71747199
799,ml_st_403_230,403,ml_st_403,230000.0,-40.188,-10.444
800,ml_st_403_138,403,ml_st_403,138000.0,-40.188,-10.444
801,ml_st_403_69,403,ml_st_403,69000.0,-40.188,-10.444
802,ml_st_404_500,404,ml_st_404,500000.0,-48.30045957,-13.82690829
803,ml_st_404_230,404,ml_st_404,230000.0,-48.30045957,-13.82690829
804,ml_st_404_138,404,ml_st_404,138000.0,-48.30045957,-13.82690829
805,ml_st_405_500,405,ml_st_405,500000.0,-48.046387,-13.765503
806,ml_st_406_345,406,ml_st_406,345000.0,-44.32477411,-19.51766877
807,ml_st_406_138,406,ml_st_406,138000.0,-44.32477411,-19.51766877
808,ml_st_407_230,407,ml_st_407,230000.0,-49.41119385,-28.60229492
809,ml_st_407_69,407,ml_st_407,69000.0,-49.41119385,-28.60229492
810,ml_st_408_230,408,ml_st_408,230000.0,-54.92593926,-20.89489774
811,ml_st_408_138,408,ml_st_408,138000.0,-54.92593926,-20.89489774
812,ml_st_409_500,409,ml_st_409,500000.0,-58.2751023,-2.70885148
813,ml_st_409_138,409,ml_st_409,138000.0,-58.2751023,-2.70885148
814,ml_st_410_500,410,ml_st_410,500000.0,-40.82781937,-9.43620761
815,ml_st_410_230,410,ml_st_410,230000.0,-40.82781937,-9.43620761
816,ml_st_411_230,411,ml_st_411,230000.0,-40.3821959,-3.69990151
817,ml_st_411_69,411,ml_st_411,69000.0,-40.3821959,-3.69990151
818,ml_st_412_500,412,ml_st_412,500000.0,-40.2985991,-3.69142208
819,ml_st_412_230,412,ml_st_412,230000.0,-40.2985991,-3.69142208
820,ml_st_413_230,413,ml_st_413,230000.0,-55.76318814,-12.57505558
821,ml_st_413_69,413,ml_st_413,69000.0,-55.76318814,-12.57505558
822,ml_st_414_500,414,ml_st_414,500000.0,-35.04695838,-8.39017163
823,ml_st_414_230,414,ml_st_414,230000.0,-35.04695838,-8.39017163
824,ml_st_415_500,415,ml_st_415,500000.0,-48.17255086,-15.9250873
825,ml_st_415_345,415,ml_st_415,345000.0,-48.17255086,-15.9250873
826,ml_st_415_138,415,ml_st_415,138000.0,-48.17255086,-15.9250873
827,ml_st_416_345,416,ml_st_416,345000.0,-46.52100683,-23.69937923
828,ml_st_416_88,416,ml_st_416,88000.0,-46.52100683,-23.69937923
829,ml_st_417_440,417,ml_st_417,440000.0,-47.28673417,-22.8669339
830,ml_st_417_138,417,ml_st_417,138000.0,-47.28673417,-22.8669339
831,ml_st_418_440,418,ml_st_418,440000.0,-52.00091246,-22.53862913
832,ml_st_418_138,418,ml_st_418,138000.0,-52.00091246,-22.53862913
833,ml_st_419_230,419,ml_st_419,230000.0,-54.67563041,-2.61660788
834,ml_st_419_138,419,ml_st_419,138000.0,-54.67563041,-2.61660788
835,ml_st_420_230,420,ml_st_420,230000.0,-52.8645198,-28.66697564
836,ml_st_420_69,420,ml_st_420,69000.0,-52.8645198,-28.66697564
837,ml_st_421_230,421,ml_st_421,230000.0,-50.79482661,-29.65589484
838,ml_st_421_138,421,ml_st_421,138000.0,-50.79482661,-29.65589484
839,ml_st_422_345,422,ml_st_422,345000.0,-43.85208228,-19.93126393
840,ml_st_422_230,422,ml_st_422,230000.0,-43.85208228,-19.93126393
841,ml_st_422_138,422,ml_st_422,138000.0,-43.85208228,-19.93126393
842,ml_st_423_230,423,ml_st_423,230000.0,-40.27534988,-6.00145856
843,ml_st_423_69,423,ml_st_423,69000.0,-40.27534988,-6.00145856
844,ml_st_424_230,424,ml_st_424,230000.0,-42.80079447,-5.12860483
845,ml_st_424_69,424,ml_st_424,69000.0,-42.80079447,-5.12860483
846,ml_st_425_230,425,ml_st_425,230000.0,-38.54097222,-3.82847778
847,ml_st_425_69,425,ml_st_425,69000.0,-38.54097222,-3.82847778
848,ml_st_426_230,426,ml_st_426,230000.0,-42.687749,-5.088679
849,ml_st_426_69,426,ml_st_426,69000.0,-42.687749,-5.088679
850,ml_st_427_345,427,ml_st_427,345000.0,-46.46853169,-23.59551121
851,ml_st_427_88,427,ml_st_427,88000.0,-46.46853169,-23.59551121
852,ml_st_428_750,428,ml_st_428,750000.0,-46.27317167,-23.709606
853,ml_st_428_500,428,ml_st_428,500000.0,-46.27317167,-23.709606
854,ml_st_428_345,428,ml_st_428,345000.0,-46.27317167,-23.709606
855,ml_st_429_230,429,ml_st_429,230000.0,-42.6361478,-19.53822465
856,ml_st_430_230,430,ml_st_430,230000.0,-42.637447,-19.534507
857,ml_st_430_69,430,ml_st_430,69000.0,-42.637447,-19.534507
858,ml_st_431_230,431,ml_st_431,230000.0,-36.22304785,-8.33074291
859,ml_st_431_69,431,ml_st_431,69000.0,-36.22304785,-8.33074291
860,ml_st_432_230,432,ml_st_432,230000.0,-53.71512792,-3.70671979
861,ml_st_433_440,433,ml_st_433,440000.0,-51.30264897,-20.67409639
862,ml_st_433_138,433,ml_st_433,138000.0,-51.30264897,-20.67409639
863,ml_st_434_345,434,ml_st_434,345000.0,-45.25738525,-18.21289062
864,ml_st_434_289,434,ml_st_434,289000.0,-45.25738525,-18.21289062
865,ml_st_434_138,434,ml_st_434,138000.0,-45.25738525,-18.21289062
866,ml_st_435_500,435,ml_st_435,500000.0,-49.57726135,-16.61968713
867,ml_st_435_230,435,ml_st_435,230000.0,-49.57726135,-16.61968713
868,ml_st_436_500,436,ml_st_436,500000.0,-49.65461828,-3.82428585
869,ml_st_436_230,436,ml_st_436,230000.0,-49.65461828,-3.82428585
870,ml_st_436_138,436,ml_st_436,138000.0,-49.65461828,-3.82428585
871,ml_st_436_69,436,ml_st_436,69000.0,-49.65461828,-3.82428585
872,ml_st_437_230,437,ml_st_437,230000.0,-49.20847671,-25.47678073
873,ml_st_437_69,437,ml_st_437,69000.0,-49.20847671,-25.47678073
874,ml_st_438_230,438,ml_st_438,230000.0,-49.31743233,-25.59204648
875,ml_st_438_69,438,ml_st_438,69000.0,-49.31743233,-25.59204648
876,ml_st_439_230,439,ml_st_439,230000.0,-57.00500312,-29.80564219
877,ml_st_439_132,439,ml_st_439,132000.0,-57.00500312,-29.80564219
878,ml_st_440_230,440,ml_st_440,230000.0,-51.62249947,-29.95201326
879,ml_st_440_69,440,ml_st_440,69000.0,-51.62249947,-29.95201326
880,ml_st_441_230,441,ml_st_441,230000.0,-48.3799491,-1.33547433
881,ml_st_441_69,441,ml_st_441,69000.0,-48.3799491,-1.33547433
882,ml_st_442_345,442,ml_st_442,345000.0,-44.73709878,-17.59273716
883,ml_st_442_138,442,ml_st_442,138000.0,-44.73709878,-17.59273716
884,ml_st_443_230,443,ml_st_443,230000.0,-52.15664226,-29.63398869
885,ml_st_443_69,443,ml_st_443,69000.0,-52.15664226,-29.63398869
886,ml_st_444_345,444,ml_st_444,345000.0,-42.79445705,-22.73463091
887,ml_st_444_138,444,ml_st_444,138000.0,-42.79445705,-22.73463091
888,ml_st_445_230,445,ml_st_445,230000.0,-39.40819349,-16.08632792
889,ml_st_446_500,446,ml_st_446,500000.0,-43.90759471,-19.73903474
890,ml_st_446_138,446,ml_st_446,138000.0,-43.90759471,-19.73903474
891,ml_st_447_230,447,ml_st_447,230000.0,-51.06407059,-30.036706
892,ml_st_447_69,447,ml_st_447,69000.0,-51.06407059,-30.036706
893,ml_st_448_345,448,ml_st_448,345000.0,-40.43701905,-20.36991068
894,ml_st_448_138,448,ml_st_448,138000.0,-40.43701905,-20.36991068
895,ml_st_449_500,449,ml_st_449,500000.0,-40.50755044,-20.38234434
896,ml_st_449_345,449,ml_st_449,345000.0,-40.50755044,-20.38234434
897,ml_st_450_230,450,ml_st_450,230000.0,-51.09230556,-26.9989558
898,ml_st_450_138,450,ml_st_450,138000.0,-51.09230556,-26.9989558
899,ml_st_451_500,451,ml_st_451,500000.0,-48.73247051,-1.57258593
900,ml_st_451_230,451,ml_st_451,230000.0,-48.73247051,-1.57258593
901,ml_st_451_69,451,ml_st_451,69000.0,-48.73247051,-1.57258593
902,ml_st_452_230,452,ml_st_452,230000.0,-60.26440797,-12.71680016
903,ml_st_452_69,452,ml_st_452,69000.0,-60.26440797,-12.71680016
904,ml_st_453_345,453,ml_st_453,345000.0,-48.22422443,-20.03994731
905,ml_st_454_230,454,ml_st_454,230000.0,-52.39300997,-26.86328707
906,ml_st_454_138,454,ml_st_454,138000.0,-52.39300997,-26.86328707
907,ml_st_455_345,455,ml_st_455,345000.0,-46.72338911,-23.65808796
908,ml_st_456_230,456,ml_st_456,230000.0,-49.25972069,-16.58052918
909,ml_st_456_138,456,ml_st_456,138000.0,-49.25972069,-16.58052918
910,ml_st_457_500,457,ml_st_457,500000.0,-37.79575208,-9.63297547
911,ml_st_458_500,458,ml_st_458,500000.0,-51.69324984,-3.1065665
912,ml_st_458_230,458,ml_st_458,230000.0,-51.69324984,-3.1065665
913,ml_st_459_230,459,ml_st_459,230000.0,-50.31495,-29.89543333
914,ml_st_459_138,459,ml_st_459,138000.0,-50.31495,-29.89543333
915,ml_st_459_69,459,ml_st_459,69000.0,-50.31495,-29.89543333
916,ml_st_460_230,460,ml_st_460,230000.0,-51.2243,-30.09555
917,ml_st_461_230,461,ml_st_461,230000.0,-47.73634679,-3.25047852
918,ml_st_462_230,462,ml_st_462,230000.0,-51.23796551,-23.27580654
919,ml_st_462_138,462,ml_st_462,138000.0,-51.23796551,-23.27580654
920,ml_st_463_500,463,ml_st_463,500000.0,-52.09640304,-25.78842718
921,ml_st_464_230,464,ml_st_464,230000.0,-48.48680384,-1.41100717
922,ml_st_464_69,464,ml_st_464,69000.0,-48.48680384,-1.41100717
923,ml_st_465_230,465,ml_st_465,230000.0,-53.57068537,-27.61251815
924,ml_st_465_69,465,ml_st_465,69000.0,-53.57068537,-27.61251815
925,ml_st_466_230,466,ml_st_466,230000.0,-51.19050203,-29.94851908
926,ml_st_467_230,467,ml_st_467,230000.0,-50.915563,-29.934883
927,ml_st_468_230,468,ml_st_468,230000.0,-49.369521,-25.431119
928,ml_st_468_69,468,ml_st_468,69000.0,-49.369521,-25.431119
929,ml_st_469_230,469,ml_st_469,230000.0,-49.4202,-25.566005
930,ml_st_470_230,470,ml_st_470,230000.0,-49.311809,-25.461107
931,ml_st_470_69,470,ml_st_470,69000.0,-49.311809,-25.461107
932,ml_st_471_500,471,ml_st_471,500000.0,-53.4979,-25.543216
933,ml_st_472_500,472,ml_st_472,500000.0,-47.47411745,-5.42271886
934,ml_st_472_230,472,ml_st_472,230000.0,-47.47411745,-5.42271886
935,ml_st_472_69,472,ml_st_472,69000.0,-47.47411745,-5.42271886
936,ml_st_473_230,473,ml_st_473,230000.0,-44.255196,-2.559949
937,ml_st_473_69,473,ml_st_473,69000.0,-44.255196,-2.559949
938,ml_st_474_230,474,ml_st_474,230000.0,-44.171464,-2.517166
939,ml_st_474_69,474,ml_st_474,69000.0,-44.171464,-2.517166
940,ml_st_475_230,475,ml_st_475,230000.0,-57.00402708,-29.8068849
941,ml_st_475_69,475,ml_st_475,69000.0,-57.00402708,-29.8068849
942,ml_st_476_230,476,ml_st_476,230000.0,-49.235292,-16.790699
943,ml_st_476_138,476,ml_st_476,138000.0,-49.235292,-16.790699
944,ml_st_476_69,476,ml_st_476,69000.0,-49.235292,-16.790699
945,ml_st_477_230,477,ml_st_477,230000.0,-49.235896,-16.683882
946,ml_st_478_230,478,ml_st_478,230000.0,-46.4143,-23.867119
947,ml_st_478_138,478,ml_st_478,138000.0,-46.4143,-23.867119
948,ml_st_479_230,479,ml_st_479,230000.0,-46.43136457,-23.87458234
949,ml_st_480_230,480,ml_st_480,230000.0,-43.352312,-13.30629
950,ml_st_480_69,480,ml_st_480,69000.0,-43.352312,-13.30629
951,ml_st_481_230,481,ml_st_481,230000.0,-43.13470677,-19.81679041
952,ml_st_481_69,481,ml_st_481,69000.0,-43.13470677,-19.81679041
953,ml_st_482_230,482,ml_st_482,230000.0,-34.981106,-8.081426
954,ml_st_482_69,482,ml_st_482,69000.0,-34.981106,-8.081426
955,ml_st_483_230,483,ml_st_483,230000.0,-58.069265,-12.875616
956,ml_st_483_138,483,ml_st_483,138000.0,-58.069265,-12.875616
957,ml_st_484_230,484,ml_st_484,230000.0,-35.895701,-7.280042
958,ml_st_485_230,485,ml_st_485,230000.0,-38.42208537,-12.79434602
959,ml_st_485_69,485,ml_st_485,69000.0,-38.42208537,-12.79434602
960,ml_st_486_230,486,ml_st_486,230000.0,-44.33094411,-4.36840975
961,ml_st_486_69,486,ml_st_486,69000.0,-44.33094411,-4.36840975
962,ml_st_487_230,487,ml_st_487,230000.0,-49.362705,-25.579514
963,ml_st_487_69,487,ml_st_487,69000.0,-49.362705,-25.579514
964,ml_st_488_230,488,ml_st_488,230000.0,-46.67870354,-23.69933829
965,ml_st_489_230,489,ml_st_489,230000.0,-38.276895,-12.669555
966,ml_st_490_230,490,ml_st_490,230000.0,-39.716492,-14.234837
967,ml_st_491_230,491,ml_st_491,230000.0,-35.08879,-7.58836
968,ml_st_491_69,491,ml_st_491,69000.0,-35.08879,-7.58836
969,ml_st_492_230,492,ml_st_492,230000.0,-42.547803,-19.484756
970,ml_st_493_230,493,ml_st_493,230000.0,-37.71873395,-11.28816433
971,ml_st_493_69,493,ml_st_493,69000.0,-37.71873395,-11.28816433
972,ml_st_494_230,494,ml_st_494,230000.0,-39.584649,-15.969452
973,ml_st_495_500,495,ml_st_495,500000.0,-43.742659,-22.90851
974,ml_st_495_138,495,ml_st_495,138000.0,-43.742659,-22.90851
975,ml_st_496_500,496,ml_st_496,500000.0,-43.71377651,-22.8737167
976,ml_st_496_138,496,ml_st_496,138000.0,-43.71377651,-22.8737167
977,ml_st_497_230,497,ml_st_497,230000.0,-50.883696,-17.761175
978,ml_st_497_138,497,ml_st_497,138000.0,-50.883696,-17.761175
979,ml_st_498_230,498,ml_st_498,230000.0,-49.60897983,-27.16385655
980,ml_st_498_138,498,ml_st_498,138000.0,-49.60897983,-27.16385655
981,ml_st_499_230,499,ml_st_499,230000.0,-40.454342,-18.743473
982,ml_st_499_138,499,ml_st_499,138000.0,-40.454342,-18.743473
983,ml_st_500_230,500,ml_st_500,230000.0,-54.932692,-28.388359
984,ml_st_500_69,500,ml_st_500,69000.0,-54.932692,-28.388359
985,ml_st_501_230,501,ml_st_501,230000.0,-43.73569761,-19.86751521
986,ml_st_502_525,502,ml_st_502,525000.0,-54.326067,-28.279768
987,ml_st_502_230,502,ml_st_502,230000.0,-54.326067,-28.279768
988,ml_st_503_230,503,ml_st_503,230000.0,-55.521638,-11.984033
989,ml_st_503_138,503,ml_st_503,138000.0,-55.521638,-11.984033
990,ml_st_504_500,504,ml_st_504,500000.0,-42.726012,-5.257937
991,ml_st_504_230,504,ml_st_504,230000.0,-42.726012,-5.257937
992,ml_st_504_69,504,ml_st_504,69000.0,-42.726012,-5.257937
993,ml_st_505_230,505,ml_st_505,230000.0,-56.999018,-29.764481
994,ml_st_506_230,506,ml_st_506,230000.0,-43.56697,-6.747786
995,ml_st_506_69,506,ml_st_506,69000.0,-43.56697,-6.747786
996,ml_st_507_230,507,ml_st_507,230000.0,-38.86480266,-3.68220904
997,ml_st_508_500,508,ml_st_508,500000.0,-51.669157,-26.006926
998,ml_st_509_345,509,ml_st_509,345000.0,-46.31915,-20.66678
999,ml_st_509_138,509,ml_st_509,138000.0,-46.31915,-20.66678
1000,ml_st_510_345,510,ml_st_510,345000.0,-41.87641,-22.307885
1001,ml_st_511_345,511,ml_st_511,345000.0,-41.879597,-22.303306
1002,ml_st_512_345,512,ml_st_512,345000.0,-40.437162,-20.379027
1003,ml_st_513_500,513,ml_st_513,500000.0,-44.515064,-22.500805
1004,ml_st_513_138,513,ml_st_513,138000.0,-44.515064,-22.500805
1005,ml_st_514_230,514,ml_st_514,230000.0,-55.789015,-14.872788
1006,ml_st_515_500,515,ml_st_515,500000.0,-48.392584,-12.227442
1007,ml_st_515_138,515,ml_st_515,138000.0,-48.392584,-12.227442
1008,ml_st_516_230,516,ml_st_516,230000.0,-59.931728,-2.05071
1009,ml_st_517_525,517,ml_st_517,525000.0,-51.06315202,-29.88196939
1010,ml_st_517_230,517,ml_st_517,230000.0,-51.06315202,-29.88196939
1011,ml_st_518_230,518,ml_st_518,230000.0,-39.85816098,-9.8657618
1012,ml_st_519_500,519,ml_st_519,500000.0,-54.60896536,-25.41944699
1013,ml_st_519_220,519,ml_st_519,220000.0,-54.60896536,-25.41944699
1014,ml_st_520_230,520,ml_st_520,230000.0,-43.47633213,-19.96873095
1015,ml_st_521_440,521,ml_st_521,440000.0,-46.374605,-23.768981
1016,ml_st_521_88,521,ml_st_521,88000.0,-46.374605,-23.768981
1017,ml_st_522_230,522,ml_st_522,230000.0,-58.74172779,-11.29302015
1018,ml_st_522_138,522,ml_st_522,138000.0,-58.74172779,-11.29302015
1019,ml_st_523_230,523,ml_st_523,230000.0,-59.442883,-10.159843
1020,ml_st_524_230,524,ml_st_524,230000.0,-57.914673,-14.835542
1021,ml_st_524_138,524,ml_st_524,138000.0,-57.914673,-14.835542
1022,ml_st_525_230,525,ml_st_525,230000.0,-56.186346,-15.712022
1023,ml_st_525_138,525,ml_st_525,138000.0,-56.186346,-15.712022
1024,ml_st_526_230,526,ml_st_526,230000.0,-58.96393551,-13.07190607
1025,ml_st_526_138,526,ml_st_526,138000.0,-58.96393551,-13.07190607
1026,ml_st_527_230,527,ml_st_527,230000.0,-60.032,-2.893
1027,ml_st_528_230,528,ml_st_528,230000.0,-59.93068814,-3.11736528
